date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-08-01 23:59:59.999000+00:00,115764.07,116052.0,112722.58,113297.93,24487.10206,2025-08-01 00:00:00+00:00,2810268577.15137,4160829,11487.2212,1318593418.0612547
2025-08-02 23:59:59.999000+00:00,113297.92,114063.49,112003.0,112546.35,11507.33428,2025-08-02 00:00:00+00:00,1301882737.326722,2165714,5060.00835,572586383.0717313
2025-08-03 23:59:59.999000+00:00,112546.35,114799.97,111920.0,114208.8,7397.76046,2025-08-03 00:00:00+00:00,841090034.1542541,1419281,3738.18331,425246221.2955304
2025-08-04 23:59:59.999000+00:00,114208.81,115720.0,114107.6,115055.03,9667.67916,2025-08-04 00:00:00+00:00,1109938874.0629709,1954230,4715.29351,541443274.8093747
2025-08-05 23:59:59.999000+00:00,115055.03,115127.81,112650.0,114129.75,12042.79078,2025-08-05 00:00:00+00:00,1371861747.1466167,2581052,5622.66754,640570774.1010684
2025-08-06 23:59:59.999000+00:00,114129.75,115716.0,113355.13,114992.27,9761.15318,2025-08-06 00:00:00+00:00,1118028732.8589184,2026500,4872.24748,558193207.677072
2025-08-07 23:59:59.999000+00:00,114992.27,117621.0,114259.0,117472.01,13468.56263,2025-08-07 00:00:00+00:00,1564454297.836927,2314671,7008.73753,814088870.444632
2025-08-08 23:59:59.999000+00:00,117472.02,117630.0,115878.71,116674.74,10045.31278,2025-08-08 00:00:00+00:00,1172199778.7242546,2095304,4584.90574,534970598.4687502
2025-08-09 23:59:59.999000+00:00,116674.74,117944.05,116299.13,116462.25,9514.13144,2025-08-09 00:00:00+00:00,1111837601.7023723,1390951,4869.85416,569228301.1169946
2025-08-10 23:59:59.999000+00:00,116462.25,119311.11,116460.63,119294.01,14322.77073,2025-08-10 00:00:00+00:00,1694198747.8718708,2317065,8023.43513,949082473.721322
2025-08-11 23:59:59.999000+00:00,119294.27,122335.16,118050.11,118686.0,26494.33429,2025-08-11 00:00:00+00:00,3194611530.5410695,4021743,13243.42946,1596640461.643077
2025-08-12 23:59:59.999000+00:00,118686.0,120324.43,118207.47,120134.08,16720.10893,2025-08-12 00:00:00+00:00,1992762473.5852578,2737841,9265.05962,1104367998.1961715
2025-08-13 23:59:59.999000+00:00,120134.09,123667.79,118920.92,123306.43,23210.07102,2025-08-13 00:00:00+00:00,2811581348.3874574,3712817,11931.26825,1446045988.0483146
2025-08-14 23:59:59.999000+00:00,123306.44,124474.0,117180.0,118295.09,27980.947586,2025-08-14 00:00:00+00:00,3359128391.108524,4350449,13402.078476,1608719584.8697336
2025-08-15 23:59:59.999000+00:00,118295.09,119216.82,116803.99,117342.05,13623.33874,2025-08-15 00:00:00+00:00,1607609329.685101,2895016,6141.41708,724799635.8172467
