date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-06-01 23:59:59.999000+00:00,104591.88,105866.91,103752.49,105642.93,9709.70006,2025-06-01 00:00:00+00:00,1016188486.9505996,1939359,4640.3507,485683466.9347843
2025-06-02 23:59:59.999000+00:00,105642.93,105935.63,103659.88,105857.99,13453.98813,2025-06-02 00:00:00+00:00,1409004206.9863732,2997656,6494.65497,680177826.6144172
2025-06-03 23:59:59.999000+00:00,105858.0,106794.67,104872.5,105376.89,13259.52634,2025-06-03 00:00:00+00:00,1402493746.5993218,2470698,6260.22436,662160926.8241225
2025-06-04 23:59:59.999000+00:00,105376.9,106000.0,104179.0,104696.86,14034.89482,2025-06-04 00:00:00+00:00,1476928482.3688781,2274464,6979.9491,734803757.4185838
2025-06-05 23:59:59.999000+00:00,104696.86,105909.71,100372.26,101508.68,22321.50154,2025-06-05 00:00:00+00:00,2301567892.5305448,3963295,10005.36019,1031668517.0427111
2025-06-06 23:59:59.999000+00:00,101508.69,105333.0,101095.8,104288.44,15839.07385,2025-06-06 00:00:00+00:00,1642382404.9355752,2709327,7655.60679,793575821.4357932
2025-06-07 23:59:59.999000+00:00,104288.43,105900.0,103871.09,105552.15,8344.93206,2025-06-07 00:00:00+00:00,877915380.9548231,1402494,3970.01912,417664199.1912712
2025-06-08 23:59:59.999000+00:00,105552.15,106488.14,104964.14,105734.0,8048.06305,2025-06-08 00:00:00+00:00,850887129.4282976,1295154,4361.42266,461098506.088324
2025-06-09 23:59:59.999000+00:00,105734.01,110530.17,105318.37,110263.02,19975.37451,2025-06-09 00:00:00+00:00,2154922022.221173,2839846,10623.88217,1146790065.5135615
2025-06-10 23:59:59.999000+00:00,110263.02,110400.0,108331.03,110274.39,17071.82839,2025-06-10 00:00:00+00:00,1867620550.192173,3003420,8009.29581,876411274.3969488
2025-06-11 23:59:59.999000+00:00,110274.39,110392.01,108064.0,108645.12,13115.91638,2025-06-11 00:00:00+00:00,1434884639.7506304,2667014,6030.96867,659947218.0033869
2025-06-12 23:59:59.999000+00:00,108645.13,108813.55,105671.72,105671.73,17778.67218,2025-06-12 00:00:00+00:00,1908309274.0868344,3517420,8291.22648,890420511.4704415
2025-06-13 23:59:59.999000+00:00,105671.74,106179.53,102664.31,106066.59,26180.81734,2025-06-13 00:00:00+00:00,2735461890.6929703,5452577,12793.70705,1337300355.9952192
2025-06-14 23:59:59.999000+00:00,106066.59,106252.0,104300.0,105414.64,8798.93969,2025-06-14 00:00:00+00:00,925568614.1784065,1521776,3848.55498,405001275.9262716
2025-06-15 23:59:59.999000+00:00,105414.63,106128.57,104494.53,105594.01,7164.20047,2025-06-15 00:00:00+00:00,754596887.8748004,1564768,3356.46912,353608577.6853774
2025-06-16 23:59:59.999000+00:00,105594.02,108952.38,104980.37,106794.53,14922.6654,2025-06-16 00:00:00+00:00,1599849840.7325244,2928998,7442.34921,797865030.1366178
2025-06-17 23:59:59.999000+00:00,106794.53,107771.34,103371.02,104551.17,17866.33025,2025-06-17 00:00:00+00:00,1883173484.8990998,3723010,8082.6529,852365443.211356
2025-06-18 23:59:59.999000+00:00,104551.17,105550.27,103500.0,104886.78,13968.64167,2025-06-18 00:00:00+00:00,1461383024.3622093,3468170,6656.31474,696386846.6904296
2025-06-19 23:59:59.999000+00:00,104886.79,105226.17,103929.27,104658.59,7678.60737,2025-06-19 00:00:00+00:00,803402575.962045,1718045,3583.19736,374871407.4107334
2025-06-20 23:59:59.999000+00:00,104658.59,106524.65,102345.0,103297.99,16419.06283,2025-06-20 00:00:00+00:00,1714411911.0114017,3029404,7113.97039,743649283.0800211
2025-06-21 23:59:59.999000+00:00,103297.98,103982.64,100837.9,102120.01,11154.21332,2025-06-21 00:00:00+00:00,1144829784.7306418,2172578,4632.93703,475270667.4226762
2025-06-22 23:59:59.999000+00:00,102120.02,103399.62,98200.0,100963.87,28746.41072,2025-06-22 00:00:00+00:00,2892695407.8086877,5121309,13142.02965,1322387353.3166401
2025-06-23 23:59:59.999000+00:00,100963.87,106074.2,99613.33,105333.93,27666.50609,2025-06-23 00:00:00+00:00,2836166831.044449,4944207,13408.20163,1375654853.258466
2025-06-24 23:59:59.999000+00:00,105333.94,106290.0,104622.02,106083.0,14651.69335,2025-06-24 00:00:00+00:00,1543451113.4563613,2973481,6848.32158,721631005.2893264
2025-06-25 23:59:59.999000+00:00,106083.0,108135.3,105808.03,107340.58,16701.15551,2025-06-25 00:00:00+00:00,1789545470.94629,2988892,8576.13709,919352853.806412
2025-06-26 23:59:59.999000+00:00,107340.59,108272.45,106562.5,106947.06,10573.27279,2025-06-26 00:00:00+00:00,1136093974.6816013,2597742,4983.08998,535471528.1944927
2025-06-27 23:59:59.999000+00:00,106947.06,107735.34,106356.76,107047.59,12232.44042,2025-06-27 00:00:00+00:00,1308420348.9100094,2304499,4862.2801,520251258.3787664
2025-06-28 23:59:59.999000+00:00,107047.58,107577.75,106811.51,107296.79,3282.17352,2025-06-28 00:00:00+00:00,352025390.6031135,653305,1514.41959,162441164.0132396
2025-06-29 23:59:59.999000+00:00,107296.79,108528.5,107172.52,108356.93,6831.7364,2025-06-29 00:00:00+00:00,736708189.9495684,1223202,3771.10895,406653127.0920804
2025-06-30 23:59:59.999000+00:00,108356.93,108789.99,106733.33,107146.5,9754.12491,2025-06-30 00:00:00+00:00,1050407152.345058,1773485,4331.3813,466474537.7882122
