symbol,asset,CAGR,Sharpe,MaxDD
BCHUSDT,STRAT_BCHUSDT,0.09727951216650488,0.5566686141821298,-0.37446053996186124
BCHUSDT,HODL_BCHUSDT,1.030132961452539,1.0060105690142263,-0.6124864981637503
