date,close,sma_7,sma_20,ema_12,ema_26,rsi_14,atr_14,volume,trades
2024-11-19 18:00:00-06:00,94288.0,90875.97142857141,81653.23,87819.44121843198,81438.4246351635,82.66934427660873,4061.807142857143,290044.227,4993020
2024-11-20 18:00:00-06:00,98366.8,92445.12857142858,83096.795,89442.11180021167,82692.37836589213,84.69958497524033,4250.471428571429,418383.136,6905515
2024-11-21 18:00:00-06:00,98921.4,93566.09999999999,84574.535,90900.46383094834,83894.52811656678,84.66734232285651,4311.435714285716,265774.067,4555503
2024-11-22 18:00:00-06:00,97725.5,94577.84285714284,86022.685,91950.46939541782,84919.04455237665,81.54411896926865,4349.078571428573,120358.422,2258791
2024-11-23 18:00:00-06:00,97960.4,95729.34285714284,87528.99,92875.07410381507,85885.07088183024,79.3813155832937,4180.878571428572,173118.84,3273568
2024-11-24 18:00:00-06:00,93064.0,96094.57142857143,88714.535,92904.13962630506,86416.84340910208,58.196724411116286,3951.8928571428582,329375.021,5330405
2024-11-25 18:00:00-06:00,92021.4,96049.64285714286,89536.61,92768.33352995043,86831.9957491686,57.57469191688675,3900.9928571428577,344929.233,6021621
2024-11-26 18:00:00-06:00,95905.2,96280.67142857143,90538.9,93250.92837149651,87504.08495293389,59.74698551413976,3768.4857142857145,237005.987,4071168
2024-11-27 18:00:00-06:00,95694.4,95898.9,91499.51,93626.84708357397,88110.77495642027,66.39226900700127,3539.585714285714,154007.026,2817181
2024-11-28 18:00:00-06:00,97516.3,95698.17142857143,92541.56999999999,94225.22445533182,88807.48051520395,63.71595869264345,3432.3214285714284,190520.949,3084809
2024-11-29 18:00:00-06:00,96475.1,95519.54285714285,93344.825,94571.35915451153,89375.45232889254,62.102986834022346,3406.7714285714287,93074.218,1665673
2024-11-30 18:00:00-06:00,97265.1,95420.21428571429,93771.635,94985.78082304822,89959.8706749005,65.25581009983847,3363.414285714286,113222.99,1872343
2024-12-01 18:00:00-06:00,95890.5,95824.0,94167.56,95124.9683887331,90399.1765508338,60.80679030438327,3405.4214285714293,257613.911,4234044
2024-12-02 18:00:00-06:00,95913.3,96379.98571428572,94442.56000000001,95246.25017508186,90807.63013966092,57.74315596266733,3347.542857142859,206601.98,3444469
2024-12-03 18:00:00-06:00,98669.8,96774.92857142857,95006.915,95772.95014814619,91390.01309227863,59.16510491616747,3426.1214285714295,275949.205,4179149
2024-12-04 18:00:00-06:00,97001.5,96961.65714285716,95303.26,95961.95781766216,91805.67878914688,46.824041722689266,4093.2000000000003,580277.391,9642120
