symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
BTCUSDT,2019-10-03 18:00:00-06:00,2022-06-03 18:00:00-06:00,2022-06-04 18:00:00-06:00,2022-09-01 18:00:00-06:00,403,36,2.0,0.3888888888888889,0.3870967741935484,0.8,0.4380952380952381,-0.1863119896325134,-0.2728616986602227
BTCUSDT,2019-10-03 18:00:00-06:00,2023-10-05 18:00:00-06:00,2023-10-07 18:00:00-06:00,2024-01-04 18:00:00-06:00,606,37,2.0,0.4864864864864865,0.0,0.0,0.5730994152046783,0.0,0.0
BTCUSDT,2019-10-03 18:00:00-06:00,2025-02-07 18:00:00-06:00,2025-02-08 18:00:00-06:00,2025-05-07 18:00:00-06:00,807,38,2.0,0.5526315789473685,0.5172413793103449,0.8333333333333334,0.6055555555555555,-0.1379834908087435,0.0761612918391488
