symbol,asset,CAGR,Sharpe,MaxDD
BNBUSDT,STRAT_BNBUSDT,0.3843434246490791,1.5783479869236734,-0.1588266534161491
BNBUSDT,HODL_BNBUSDT,0.6096350748550932,0.9939588221466785,-0.40983182406209573
