symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
XLMUSDT,2020-02-16 18:00:00-06:00,2022-10-09 18:00:00-06:00,2022-10-10 18:00:00-06:00,2023-01-07 18:00:00-06:00,400,37,2.0,0.4864864864864865,0.4864864864864865,1.0,0.5175438596491229,-0.10011153729441813,0.1435917802890421
XLMUSDT,2020-02-16 18:00:00-06:00,2024-02-12 18:00:00-06:00,2024-02-16 18:00:00-06:00,2024-05-11 18:00:00-06:00,603,37,2.0,0.5675675675675675,0.5675675675675675,1.0,0.4910714285714286,-0.1240855692481736,1.7407517758596853
XLMUSDT,2020-02-16 18:00:00-06:00,2025-06-13 18:00:00-06:00,2025-06-17 18:00:00-06:00,2025-08-13 18:00:00-06:00,804,26,2.0,0.46153846153846156,0.8,0.23529411764705882,0.5816993464052288,-0.00938701605049741,5.175827373876393
