symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
SOLUSDT,2020-10-09 18:00:00-06:00,2023-06-03 18:00:00-06:00,2023-06-04 18:00:00-06:00,2023-09-01 18:00:00-06:00,400,36,2.0,0.4166666666666667,0.3333333333333333,0.3125,0.4125,-0.07467513270173998,2.0466771911794095
SOLUSDT,2020-10-09 18:00:00-06:00,2024-10-05 18:00:00-06:00,2024-10-07 18:00:00-06:00,2025-01-03 18:00:00-06:00,602,36,2.0,0.3888888888888889,0.6666666666666666,0.08695652173913043,0.6354515050167223,-0.026346757710888125,1.827747934142075
