date,equity,strat_ret,side,prob_up,ret_fwd_1d
2023-01-01 00:00:00+00:00,1.0,0.0,0,0.4686431156111551,0.0033533409992594354
2023-01-02 00:00:00+00:00,1.0,0.0,0,0.4963441556018944,7.20028801153294e-05
2023-01-03 00:00:00+00:00,1.0,0.0,0,0.4523473255164926,0.010493664202745334
2023-01-04 00:00:00+00:00,1.0,-0.0,0,0.4654950486580146,-0.0010865628395508864
2023-01-05 00:00:00+00:00,1.0,0.0,0,0.4728559923866891,0.007132752410276
2023-01-06 00:00:00+00:00,1.0,-0.0,0,0.4821639781615138,-0.00043083605802707314
2023-01-08 00:00:00+00:00,1.0,0.0,0,0.4771730221333806,0.002627783260436667
2023-01-10 00:00:00+00:00,1.0288840447994125,0.028884044799412513,1,0.5057837248631383,0.029084044799412512
2023-01-11 00:00:00+00:00,1.080644615818247,0.05030748730186163,1,0.5197747594394365,0.05030748730186163
2023-01-12 00:00:00+00:00,1.1429546371422614,0.057660048837456346,1,0.5163783032458437,0.057660048837456346
2023-01-14 00:00:00+00:00,1.1385873452520991,-0.0038210544392923707,1,0.5019234874397559,-0.0038210544392923707
2023-01-19 00:00:00+00:00,1.1383596277830488,-0.0002,0,0.4631292272301416,0.07560173340990972
2023-01-27 00:00:00+00:00,1.1383596277830488,-0.0,0,0.4906972468709056,-0.002258539968787887
2023-02-01 00:00:00+00:00,1.1383596277830488,-0.0,0,0.4798500813296273,-0.009983143699957897
2023-02-02 00:00:00+00:00,1.1348176295855077,-0.003111493161821932,1,0.5181318466308358,-0.002911493161821932
2023-02-03 00:00:00+00:00,1.1345906660595906,-0.0002,0,0.4829262069586043,-0.004358647069119481
2023-02-04 00:00:00+00:00,1.1345906660595906,-0.0,0,0.4807393901377134,-0.01686775916921779
2023-02-06 00:00:00+00:00,1.1345906660595906,0.0,0,0.4813489647717577,0.020933574130953314
2023-02-08 00:00:00+00:00,1.1345906660595906,-0.0,0,0.4963925606318343,-0.05064057606105621
2023-02-09 00:00:00+00:00,1.1252634492842568,-0.008220776932465946,1,0.5448718195709504,-0.008020776932465945
2023-02-10 00:00:00+00:00,1.1250383965944,-0.0002,0,0.4884753132371374,0.01076387925212563
2023-02-11 00:00:00+00:00,1.1250383965944,-0.0,0,0.476902448016822,-0.003670262181197481
2023-02-12 00:00:00+00:00,1.1250383965944,-0.0,0,0.4804010238008825,-0.0002250690135086053
2023-02-17 00:00:00+00:00,1.1250383965944,0.0,0,0.4737914473995921,0.0022537273966194427
2023-02-24 00:00:00+00:00,1.1233861926888833,-0.0014685755708589098,1,0.53143827083446,-0.0012685755708589097
2023-03-01 00:00:00+00:00,1.1231615154503456,-0.0002,0,0.4595166543474873,-0.006888288639192552
2023-03-02 00:00:00+00:00,1.0695825095603109,-0.04770374087163367,1,0.5080159716162157,-0.04750374087163367
2023-03-03 00:00:00+00:00,1.0692426221774458,-0.000317775748786997,1,0.5250260159426391,-0.000317775748786997
2023-03-04 00:00:00+00:00,1.0690287736530104,-0.0002,0,0.4637525084567783,0.0037473640852985213
2023-03-05 00:00:00+00:00,1.0690287736530104,-0.0,0,0.4715143369279867,-0.000994674255332617
2023-03-06 00:00:00+00:00,1.0690287736530104,-0.0,0,0.4612595186347868,-0.00937621388483334
2023-03-08 00:00:00+00:00,1.0690287736530104,-0.0,0,0.4975648182782797,-0.06209150326797397
2023-03-10 00:00:00+00:00,1.0851102481826587,0.015043069864897762,1,0.5024987888630441,0.015243069864897762
2023-03-11 00:00:00+00:00,1.0848932261330222,-0.0002,0,0.4646386792978986,0.07526177050270699
2023-03-12 00:00:00+00:00,1.0848932261330222,0.0,0,0.4217846055610268,0.09702904549217228
2023-03-14 00:00:00+00:00,1.0673364165262043,-0.01618298389547248,1,0.5042159377906166,-0.01598298389547248
2023-03-19 00:00:00+00:00,1.067122949242899,-0.0002,0,0.4203778215920402,-0.00899995349785565
2023-03-27 00:00:00+00:00,1.0723293693753413,0.004878931838300438,1,0.5084509673929055,0.005078931838300438
2023-04-01 00:00:00+00:00,1.0721149035014663,-0.0002,0,0.494789968788726,-0.009935381348483596
2023-04-02 00:00:00+00:00,1.0721149035014663,-0.0,0,0.4924872424694745,-0.013319744897234531
2023-04-03 00:00:00+00:00,1.0721149035014663,0.0,0,0.4947072124867757,0.013283620227380055
2023-04-04 00:00:00+00:00,1.0721149035014663,-0.0,0,0.4503587586224738,-4.262090129003582e-05
2023-04-05 00:00:00+00:00,1.0721149035014663,-0.0,0,0.4837234717616919,-0.004660083824678529
2023-04-06 00:00:00+00:00,1.0721149035014663,-0.0,0,0.4736604434232325,-0.004714018584866531
2023-04-10 00:00:00+00:00,1.0721149035014663,0.0,0,0.4764878956527197,0.01897168088417489
2023-04-12 00:00:00+00:00,1.0894024198826964,0.01612468619246863,1,0.5158268058018626,0.01632468619246863
2023-04-13 00:00:00+00:00,1.0891845393987198,-0.0002,0,0.4885302334926906,0.002977337325073215
2023-04-14 00:00:00+00:00,1.0891845393987198,-0.0,0,0.4868331389415053,-0.005671015430284476
2023-04-18 00:00:00+00:00,1.0891845393987198,-0.0,0,0.4334118339614386,-0.05172595485710896
2023-04-26 00:00:00+00:00,1.0891845393987198,0.0,0,0.499061616187656,0.037438503445919924
2023-05-01 00:00:00+00:00,1.1123426439179234,0.021261874073229083,1,0.5165250380734698,0.02146187407322908
2023-05-02 00:00:00+00:00,1.1121201753891399,-0.0002,0,0.4280866474613612,0.012628897457819477
2023-05-03 00:00:00+00:00,1.1121201753891399,-0.0,0,0.4509807197324501,-0.006630275962837384
2023-05-04 00:00:00+00:00,1.1121201753891399,0.0,0,0.4818950756603599,0.023086796641920593
2023-05-05 00:00:00+00:00,1.1121201753891399,-0.0,0,0.4711198323145181,-0.02216570876354207
2023-05-06 00:00:00+00:00,1.0957622943711156,-0.014708735063007539,1,0.5118521675918494,-0.014508735063007538
2023-05-08 00:00:00+00:00,1.0955431419122414,-0.0002,0,0.4897401223758635,-0.0017932161476221786
2023-05-10 00:00:00+00:00,1.0955431419122414,-0.0,0,0.4435604821861965,-0.022713347762563063
2023-05-11 00:00:00+00:00,1.0955431419122414,-0.0,0,0.4440539231111478,-0.0063547061180276865
2023-05-12 00:00:00+00:00,1.0955431419122414,-0.0,0,0.4361020270996284,-0.0008362858454886712
2023-05-14 00:00:00+00:00,1.0955431419122414,0.0,0,0.4568003664909825,0.009315327170199783
2023-05-19 00:00:00+00:00,1.0955431419122414,0.0,0,0.4175503514798092,0.008165209656830541
2023-05-27 00:00:00+00:00,1.0955431419122414,0.0,0,0.4391142237366509,0.04523202789699576
2023-06-01 00:00:00+00:00,1.0955431419122414,0.0,0,0.4513472704495508,0.015761808299105118
2023-06-02 00:00:00+00:00,1.0955431419122414,-0.0,0,0.4217159315607781,-0.006350127443274789
2023-06-03 00:00:00+00:00,1.0955431419122414,0.0,0,0.4514286226140725,0.0017556893575656485
2023-06-04 00:00:00+00:00,1.0955431419122414,-0.0,0,0.4583773153947999,-0.05120210756242993
2023-06-05 00:00:00+00:00,1.1595193926010343,0.05839683371767899,1,0.5097313774465702,0.05859683371767899
2023-06-06 00:00:00+00:00,1.1592874887225142,-0.0002,0,0.3911706662529584,-0.032900464706206445
2023-06-10 00:00:00+00:00,1.1592874887225142,0.0,0,0.4978559281331058,0.003225356802676327
2023-06-12 00:00:00+00:00,1.1592874887225142,0.0,0,0.4421378869852276,0.0008959327741477896
2023-06-13 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4433799343788892,-0.03094760398178864
2023-06-14 00:00:00+00:00,1.1592874887225142,0.0,0,0.4898489174109452,0.01872120847749814
2023-06-18 00:00:00+00:00,1.1592874887225142,0.0,0,0.4708270726710044,0.018944385997561763
2023-06-26 00:00:00+00:00,1.1592874887225142,0.0,0,0.4432172203754625,0.013982108453045594
2023-07-01 00:00:00+00:00,1.1592874887225142,0.0,0,0.4755114695676111,0.0012788811262005595
2023-07-02 00:00:00+00:00,1.1592874887225142,0.0,0,0.4924851766045898,0.017518872886089776
2023-07-03 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4714926065790343,-0.012613567048701424
2023-07-04 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4935762950566361,-0.008703964416814758
2023-07-05 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4546722056918551,-0.020138806890489525
2023-07-06 00:00:00+00:00,1.1592874887225142,0.0,0,0.4631776779730895,0.015180221192726773
2023-07-08 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4508818417368578,-0.004013967947722574
2023-07-10 00:00:00+00:00,1.1592874887225142,0.0,0,0.4530557124043605,0.006957946369531065
2023-07-11 00:00:00+00:00,1.1592874887225142,-0.0,0,0.4520108017152792,-0.007824649442636611
2023-07-12 00:00:00+00:00,1.1592874887225142,0.0,0,0.483885617854045,0.03532561271564005
2023-07-14 00:00:00+00:00,1.1584088889233564,-0.000757879134990169,1,0.5031685895419957,-0.0005578791349901691
2023-07-19 00:00:00+00:00,1.1581772071455718,-0.0002,0,0.4503008123784743,-0.003495509357595572
2023-07-27 00:00:00+00:00,1.1581772071455718,0.0,0,0.4105841286619121,0.003088015282594503
2023-08-01 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4345674060016677,-0.01788143240003781
2023-08-02 00:00:00+00:00,1.1581772071455718,0.0,0,0.4516170469608981,0.00034624495630808383
2023-08-03 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4291035643250907,-0.002710742215612072
2023-08-04 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4257197714945314,-0.0014913525605561029
2023-08-05 00:00:00+00:00,1.1581772071455718,0.0,0,0.4252442605770059,0.0006263400062633817
2023-08-06 00:00:00+00:00,1.1581772071455718,0.0,0,0.4058370773343269,0.004361000003439308
2023-08-08 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4396901737973401,-0.006256930676434069
2023-08-10 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4558844540784544,-0.0009577600641224038
2023-08-11 00:00:00+00:00,1.1581772071455718,0.0,0,0.4500129456495043,0.0001767775492511614
2023-08-12 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4462563701138399,-0.0043302844595812795
2023-08-14 00:00:00+00:00,1.1581772071455718,-0.0,0,0.444291644629697,-0.007841737623005218
2023-08-19 00:00:00+00:00,1.1581772071455718,0.0,0,0.4267470197120422,0.0033578270719059056
2023-08-27 00:00:00+00:00,1.1581772071455718,0.0,0,0.4319774982907793,0.0007206461282520671
2023-09-01 00:00:00+00:00,1.1581772071455718,0.0,0,0.4488399941254811,0.0023337313340259236
2023-09-02 00:00:00+00:00,1.1581772071455718,0.0,0,0.4413553345353801,0.004111263236875162
2023-09-03 00:00:00+00:00,1.1581772071455718,-0.0,0,0.432273858738775,-0.005704469207036378
2023-09-04 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4343937166099081,-0.0013287363446191636
2023-09-05 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4343931088526495,-0.0012529238121467001
2023-09-06 00:00:00+00:00,1.1581772071455718,0.0,0,0.4352279075569726,0.019159216076186203
2023-09-10 00:00:00+00:00,1.1581772071455718,-0.0,0,0.4632924002572887,-0.026250174226820078
2023-09-12 00:00:00+00:00,1.1581772071455718,0.0,0,0.383194725343725,0.014872724175049923
2023-09-13 00:00:00+00:00,1.1581772071455718,0.0,0,0.4147997293509758,0.011461318051575908
2023-09-14 00:00:00+00:00,1.1581772071455718,0.0,0,0.4573510655768228,0.003047871959200643
2023-09-18 00:00:00+00:00,1.1581772071455718,0.0,0,0.4529228245108407,0.01667669785681447
2023-09-26 00:00:00+00:00,1.1581772071455718,0.0,0,0.4644631747620718,0.0057537926192727795
