symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
BNBUSDT,2020-03-07 18:00:00-06:00,2022-11-03 18:00:00-06:00,2022-11-04 18:00:00-06:00,2023-02-01 18:00:00-06:00,401,36,2.0,0.4444444444444444,0.4375,0.875,0.45625,-0.18824012319360606,-1.384966848049562
BNBUSDT,2020-03-07 18:00:00-06:00,2024-03-07 18:00:00-06:00,2024-03-09 18:00:00-06:00,2024-06-05 18:00:00-06:00,604,37,2.0,0.5405405405405406,0.6666666666666666,0.45454545454545453,0.5484848484848485,-0.07266331457926878,3.413307530965596
BNBUSDT,2020-03-07 18:00:00-06:00,2025-07-13 18:00:00-06:00,2025-07-18 18:00:00-06:00,2025-08-13 18:00:00-06:00,809,13,2.0,0.5384615384615384,0.5833333333333334,0.875,0.42500000000000004,-0.05067889992928587,4.124483018532059
