symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
DOGEUSDT,2020-08-04 18:00:00-06:00,2023-04-03 18:00:00-06:00,2023-04-04 18:00:00-06:00,2023-07-02 18:00:00-06:00,403,36,2.0,0.4722222222222222,0.0,0.0,0.5913312693498451,0.0,0.0
DOGEUSDT,2020-08-04 18:00:00-06:00,2024-08-05 18:00:00-06:00,2024-08-07 18:00:00-06:00,2024-11-03 18:00:00-06:00,605,36,2.0,0.6111111111111112,0.6451612903225806,0.8695652173913043,0.5150501672240803,-0.08082494306536625,2.4081448763086226
