symbol,asset,CAGR,Sharpe,MaxDD
DOTUSDT,STRAT_DOTUSDT,-0.04261693177557124,0.29200306613490457,-0.6728121511517728
DOTUSDT,HODL_DOTUSDT,-0.007844192864795096,0.30607861060141267,-0.7275871012362756
