date,symbol,weight
2024-08-12 00:00:00+00:00,TRXUSDT,0.2794607824645248
2024-08-12 00:00:00+00:00,XMRUSDT.P,0.186351918762593
2024-08-12 00:00:00+00:00,BTCUSDT,0.18361896248192217
2024-08-12 00:00:00+00:00,XLMUSDT,0.1791339952439228
2024-08-12 00:00:00+00:00,BNBUSDT,0.1714343410470374
2024-08-14 00:00:00+00:00,TRXUSDT,0.28800981288876587
2024-08-14 00:00:00+00:00,XMRUSDT.P,0.18999263706112512
2024-08-14 00:00:00+00:00,XLMUSDT,0.18269348192975313
2024-08-14 00:00:00+00:00,BNBUSDT,0.1712004790459748
2024-08-14 00:00:00+00:00,BTCUSDT,0.16810358907438114
2024-08-19 00:00:00+00:00,TRXUSDT,0.27137507815856454
2024-08-19 00:00:00+00:00,XMRUSDT.P,0.2219815184168096
2024-08-19 00:00:00+00:00,XLMUSDT,0.17629651871768418
2024-08-19 00:00:00+00:00,BNBUSDT,0.17432515450220307
2024-08-19 00:00:00+00:00,BTCUSDT,0.15602173020473856
2024-08-27 00:00:00+00:00,XMRUSDT.P,0.21175030218708082
2024-08-27 00:00:00+00:00,BTCUSDT,0.19907948504799908
2024-08-27 00:00:00+00:00,BNBUSDT,0.1983223895092516
2024-08-27 00:00:00+00:00,ETCUSDT,0.19730096567586497
2024-08-27 00:00:00+00:00,LTCUSDT,0.19354685757980353
2024-09-01 00:00:00+00:00,XLMUSDT,0.2287197062985821
2024-09-01 00:00:00+00:00,BTCUSDT,0.20807263395449052
2024-09-01 00:00:00+00:00,LTCUSDT,0.19528257126628523
2024-09-01 00:00:00+00:00,BNBUSDT,0.18927528074102212
2024-09-01 00:00:00+00:00,XMRUSDT.P,0.17864980773962003
2024-09-02 00:00:00+00:00,XLMUSDT,0.23246703376717273
2024-09-02 00:00:00+00:00,BTCUSDT,0.20680160316158444
2024-09-02 00:00:00+00:00,BNBUSDT,0.19198207153281996
2024-09-02 00:00:00+00:00,LTCUSDT,0.18854125506253794
2024-09-02 00:00:00+00:00,XMRUSDT.P,0.18020803647588493
2024-09-03 00:00:00+00:00,XLMUSDT,0.22708872893647375
2024-09-03 00:00:00+00:00,BTCUSDT,0.20088007853309003
2024-09-03 00:00:00+00:00,TRXUSDT,0.19420402419240804
2024-09-03 00:00:00+00:00,LTCUSDT,0.19324455574797808
2024-09-03 00:00:00+00:00,BNBUSDT,0.1845826125900501
2024-09-04 00:00:00+00:00,XLMUSDT,0.2185051565997461
2024-09-04 00:00:00+00:00,TRXUSDT,0.21561273134649148
2024-09-04 00:00:00+00:00,BTCUSDT,0.20071242488481617
2024-09-04 00:00:00+00:00,LTCUSDT,0.18655095914314287
2024-09-04 00:00:00+00:00,BNBUSDT,0.17861872802580336
2024-09-05 00:00:00+00:00,TRXUSDT,0.24109301793312965
2024-09-05 00:00:00+00:00,XLMUSDT,0.2120302842959527
2024-09-05 00:00:00+00:00,BTCUSDT,0.18506091246195683
2024-09-05 00:00:00+00:00,BNBUSDT,0.1811549706843102
2024-09-05 00:00:00+00:00,XMRUSDT.P,0.1806608146246507
2024-09-06 00:00:00+00:00,TRXUSDT,0.25383401017792023
2024-09-06 00:00:00+00:00,BTCUSDT,0.19647031449843821
2024-09-06 00:00:00+00:00,XMRUSDT.P,0.19101566075037213
2024-09-06 00:00:00+00:00,BNBUSDT,0.18405228502967572
2024-09-06 00:00:00+00:00,LTCUSDT,0.17462772954359376
2024-09-10 00:00:00+00:00,TRXUSDT,0.26742204851137674
2024-09-10 00:00:00+00:00,XLMUSDT,0.22045932722017486
2024-09-10 00:00:00+00:00,BTCUSDT,0.1764369704246612
2024-09-10 00:00:00+00:00,BNBUSDT,0.17370157327253186
2024-09-10 00:00:00+00:00,XMRUSDT.P,0.16198008057125526
2024-09-12 00:00:00+00:00,TRXUSDT,0.27322478433087016
2024-09-12 00:00:00+00:00,BTCUSDT,0.19249106498841645
2024-09-12 00:00:00+00:00,BNBUSDT,0.1858998974295194
2024-09-12 00:00:00+00:00,XMRUSDT.P,0.1808371067078728
2024-09-12 00:00:00+00:00,LTCUSDT,0.1675471465433211
2024-09-13 00:00:00+00:00,TRXUSDT,0.26384052649798484
2024-09-13 00:00:00+00:00,XLMUSDT,0.21803352938281126
2024-09-13 00:00:00+00:00,BTCUSDT,0.17790602331474145
2024-09-13 00:00:00+00:00,BNBUSDT,0.17209826813853987
2024-09-13 00:00:00+00:00,XMRUSDT.P,0.1681216526659225
2024-09-14 00:00:00+00:00,TRXUSDT,0.26515866993465415
2024-09-14 00:00:00+00:00,XLMUSDT,0.21761453043748225
2024-09-14 00:00:00+00:00,XMRUSDT.P,0.17853738943006828
2024-09-14 00:00:00+00:00,BTCUSDT,0.17114628884441674
2024-09-14 00:00:00+00:00,BNBUSDT,0.1675431213533787
2024-09-18 00:00:00+00:00,TRXUSDT,0.2710945094286081
2024-09-18 00:00:00+00:00,XLMUSDT,0.21255186866624426
2024-09-18 00:00:00+00:00,XMRUSDT.P,0.18044689735880912
2024-09-18 00:00:00+00:00,ETCUSDT,0.1710576707022808
2024-09-18 00:00:00+00:00,BNBUSDT,0.16484905384405762
2024-09-26 00:00:00+00:00,TRXUSDT,0.2762516893024892
2024-09-26 00:00:00+00:00,XMRUSDT.P,0.20016216089581665
2024-09-26 00:00:00+00:00,XLMUSDT,0.19655444894324647
2024-09-26 00:00:00+00:00,BTCUSDT,0.16396856861374673
2024-09-26 00:00:00+00:00,LTCUSDT,0.16306313224470093
2024-10-01 00:00:00+00:00,TRXUSDT,0.29362650562430814
2024-10-01 00:00:00+00:00,BTCUSDT,0.20435686629326583
2024-10-01 00:00:00+00:00,XLMUSDT,0.17534457443683624
2024-10-01 00:00:00+00:00,LTCUSDT,0.16385857209279173
2024-10-01 00:00:00+00:00,XMRUSDT.P,0.16281348155279812
2024-10-02 00:00:00+00:00,TRXUSDT,0.2976558106247188
2024-10-02 00:00:00+00:00,BTCUSDT,0.21876060368494601
2024-10-02 00:00:00+00:00,XLMUSDT,0.17310757773586832
2024-10-02 00:00:00+00:00,BNBUSDT,0.16234472096568964
2024-10-02 00:00:00+00:00,XMRUSDT.P,0.14813128698877726
2024-10-03 00:00:00+00:00,TRXUSDT,0.29292859805144605
2024-10-03 00:00:00+00:00,BTCUSDT,0.2231233552147455
2024-10-03 00:00:00+00:00,XLMUSDT,0.16990586742734692
2024-10-03 00:00:00+00:00,BNBUSDT,0.16297805264431434
2024-10-03 00:00:00+00:00,XMRUSDT.P,0.1510641266621472
2024-10-04 00:00:00+00:00,TRXUSDT,0.2909344759385566
2024-10-04 00:00:00+00:00,BTCUSDT,0.2231834237381142
2024-10-04 00:00:00+00:00,XLMUSDT,0.16864661157982025
2024-10-04 00:00:00+00:00,BNBUSDT,0.16483137991133678
2024-10-04 00:00:00+00:00,ETHUSDT,0.15240410883217217
2024-10-05 00:00:00+00:00,TRXUSDT,0.28277041962590194
2024-10-05 00:00:00+00:00,BTCUSDT,0.22024979903345282
2024-10-05 00:00:00+00:00,XLMUSDT,0.17183653233747226
