date,symbol,close,ret_fwd_1d,y_up,ret_pct,sma_7,sma_20,ema_12,ema_26,rsi_14,atr_14,adx_14,bb_ma_20_2,bb_u_20_2,bb_l_20_2,volume,trades,sma_spread_7_20,ema_spread_12_26
2025-08-11 00:00:00+00:00,1000SHIBUSDT.P,0.012916,0.048699287705171734,1,-0.047984079015257475,0.012961428571428572,0.01303655,0.013017353784762296,0.013074769980891118,45.79659024103469,0.0007383571428571428,46.576845245639426,0.01303655,0.014478788465029145,0.011594311534970854,14202348644.0,519166,-7.512142857142752e-05,-5.741619612882262e-05
2025-08-12 00:00:00+00:00,1000SHIBUSDT.P,0.013545,0.02775932078257659,1,0.048699287705171734,0.013171428571428572,0.013021250000000002,0.013098530125568096,0.013109601834158442,53.86850708318198,0.0007576428571428571,47.31256858986863,0.013021250000000002,0.014434810734460898,0.011607689265539105,12129666283.0,448121,0.0001501785714285702,-1.1071708590345772e-05
2025-08-14 00:00:00+00:00,1000SHIBUSDT.P,0.012877,-0.0017084724702958187,0,-0.0749946124560017,0.013399571428571429,0.01297655,0.013171515652033963,0.013148023520369034,53.53195579048535,0.0007825714285714285,44.68854642023869,0.01297655,0.014341053495785057,0.011612046504214943,20432741173.0,683521,0.0004230214285714292,2.3492131664928917e-05
2025-08-11 00:00:00+00:00,ADAUSDT,0.7723,0.08908455263498638,1,-0.03595056796904261,0.7743285714285715,0.773865,0.7731280692069762,0.7615877649097726,46.475466482377335,0.04608571428571429,29.651671685674014,0.773865,0.8504631272617916,0.6972668727382084,876947963.0,1844860,0.00046357142857145206,0.01154030429720354
2025-08-12 00:00:00+00:00,ADAUSDT,0.8411,0.07525858994174306,1,0.08908455263498638,0.7908571428571428,0.775135,0.7835852893289799,0.7674775601016414,58.436332279390626,0.049835714285714296,27.85475362473156,0.775135,0.8552280527574871,0.6950419472425129,937947763.0,1425593,0.015722142857142796,0.016107729227338496
2025-08-14 00:00:00+00:00,ADAUSDT,0.9251,0.021186898713652536,1,0.022888102609464944,0.8339285714285715,0.7855399999999999,0.8210841420639442,0.7885444102380328,74.0273125483123,0.05850714285714287,33.951216188822364,0.7855399999999999,0.9008902561766273,0.6701897438233725,3469361652.0,4424048,0.04838857142857156,0.03253973182591141
2025-08-11 00:00:00+00:00,AVAXUSDT,22.775,0.0838199780461033,1,-0.044271926143516604,23.15857142857143,23.34075,23.159628421364772,22.857094869239855,39.565554693560884,1.4402142857142857,14.5608480331848,23.34075,25.96860401992185,20.712895980078148,18362443.0,880218,-0.18217857142856886,0.30253355212491684
2025-08-12 00:00:00+00:00,AVAXUSDT,24.684,0.032328633932911854,1,0.0838199780461033,23.556857142857144,23.3779,23.394147125770193,22.992421175222088,51.286300505050505,1.479142857142857,11.976893602214746,23.3779,26.059112479461376,20.696687520538624,16956350.0,835682,0.17895714285714348,0.401725950548105
2025-08-14 00:00:00+00:00,AVAXUSDT,23.644,0.0045254610049061395,1,-0.07212934620516442,24.064714285714285,23.451249999999998,23.704377527918304,23.211439279168456,54.45522388059701,1.510142857142857,12.852522565067499,23.451249999999998,26.27496577004828,20.627534229951717,28909137.0,1156526,0.6134642857142865,0.49293824874984793
2025-08-11 00:00:00+00:00,BCHUSDT,578.49,0.07021728984079245,1,0.01446759259259256,572.1,559.8695,566.1772771792546,550.946004718218,51.22118606434943,31.94785714285715,25.025786513978638,559.8695,606.6731445055423,513.0658554944578,600357.251,893443,12.230500000000006,15.23127246103661
2025-08-12 00:00:00+00:00,BCHUSDT,619.11,-0.004603382274555479,0,0.07021728984079245,581.7714285714286,565.237,574.3207729978308,555.9951895539056,59.83425019647068,33.525714285714294,22.109212476495006,565.237,613.3444161018973,517.1295838981026,606731.911,922936,16.534428571428634,18.32558344392521
2025-08-14 00:00:00+00:00,BCHUSDT,593.05,-0.0013320967877918921,0,-0.03766267484503305,589.8514285714285,572.1825,582.6617368801037,562.8733792471755,56.31021767574638,33.34785714285715,17.91356502044426,572.1825,619.5069963523223,524.8580036476777,498024.17,795957,17.668928571428523,19.788357632928182
2025-08-11 00:00:00+00:00,BNBUSDT,805.26,0.03451059285199798,1,-0.0029592026248993486,788.6114285714285,785.7850000000001,786.3402256227604,767.6657722200607,44.86700138874051,30.68642857142857,19.09783555115339,785.7850000000001,836.2311021289556,735.3388978710445,950416.12,1360958,2.826428571428437,18.67445340269967
2025-08-12 00:00:00+00:00,BNBUSDT,833.05,0.018306224116199532,1,0.03451059285199798,799.6800000000001,788.5915,793.5263447577204,772.5090483519081,56.93404634581103,31.250714285714285,13.717060380145423,788.5915,842.8536585546047,734.3293414453952,790002.06,1054315,11.088500000000067,21.017296405812317
2025-08-14 00:00:00+00:00,BNBUSDT,840.8,-0.015223596574690745,0,-0.008841211835435625,818.2757142857143,795.19,807.9295131105572,782.7659193689198,64.50040617384244,31.31071428571428,11.591577968582852,795.19,858.1676338076084,732.2123661923918,1665514.57,1858654,23.08571428571429,25.163593741637442
2025-08-11 00:00:00+00:00,BTCUSDT,118641.9,0.012129778771243549,1,-0.005143586909764242,116768.28571428571,116679.755,116791.73633537923,116072.97811363658,51.79220562164615,2694.9928571428577,35.83840684942287,116679.755,120714.21093082865,112645.29906917136,217088.254,4260404,88.53071428570547,718.7582217426534
2025-08-12 00:00:00+00:00,BTCUSDT,120081.0,0.027005937658747037,1,0.012129778771243549,117627.05714285713,116748.13,117297.77689916705,116369.86862373757,56.05059896497081,2679.278571428572,35.26983238341804,116748.13,120960.56443394652,112535.69556605349,125708.555,2609039,878.9271428571228,927.9082754294795
2025-08-14 00:00:00+00:00,BTCUSDT,118242.2,-0.008144300427427753,0,-0.041206124684671774,118942.08571428573,117032.545,118227.53848993617,116985.51672131136,55.26399616095843,3095.628571428572,34.12453437741093,117032.545,122121.5467293962,111943.5432706038,259801.57,4770691,1909.5407142857293,1242.021768624807
2025-08-11 00:00:00+00:00,DOGEUSDT,0.22198,0.06185241913685924,1,-0.05043418744920214,0.22186,0.220928,0.22157349552523123,0.21783598408716956,48.34415584415584,0.015572857142857143,28.208033745806176,0.220928,0.2517338855415706,0.19012211445842944,10238415854.0,3140260,0.0009319999999999884,0.003737511438061669
2025-08-12 00:00:00+00:00,DOGEUSDT,0.23571,0.03847948750583341,1,0.06185241913685924,0.22700285714285715,0.2206775,0.22374834236750335,0.21915998526589775,54.41787941787941,0.01588357142857143,27.20087443865131,0.2206775,0.2509117262179859,0.19044327378201406,8398654784.0,2334040,0.0063253571428571465,0.0045883571016056
2025-08-14 00:00:00+00:00,DOGEUSDT,0.22368,0.022666309012875585,1,-0.08619985292916088,0.2328757142857143,0.22066550000000001,0.22647567707969177,0.2212520038287875,54.651625746516245,0.017484285714285716,29.934409505187705,0.22066550000000001,0.2515727952391559,0.18975820476084412,14951015622.0,4312822,0.012210214285714283,0.005223673250904254
2025-08-11 00:00:00+00:00,DOTUSDT,3.852,0.07866043613707174,1,-0.04818383988139363,3.880857142857143,3.87215,3.881451193376694,3.885042121876706,46.45367412140575,0.22442857142857142,33.65381842914956,3.87215,4.3014989373368495,3.44280106266315,52918078.7,486748,0.008707142857142802,-0.0035909285000119695
2025-08-12 00:00:00+00:00,DOTUSDT,4.155,0.029602888086642354,1,0.07866043613707174,3.9574285714285717,3.87425,3.9235356251648947,3.905039001737691,57.000553403431105,0.23428571428571426,33.59192318532498,3.87425,4.308671396793807,3.4398286032061924,56021630.5,501031,0.08317857142857177,0.01849662342720393
2025-08-14 00:00:00+00:00,DOTUSDT,3.983,-0.02284710017574698,0,-0.06895745675549314,4.0608571428571425,3.88305,3.9788272819227943,3.9363942058793646,57.5924075924076,0.24385714285714277,33.580891740389504,3.88305,4.342724004042304,3.423375995957696,93565734.6,676779,0.1778071428571426,0.04243307604342972
2025-08-11 00:00:00+00:00,ETCUSDT,22.193,0.06691299058261602,1,-0.04183576547793788,21.901714285714288,21.6137,21.8119057651019,21.239178630112672,51.442639094042356,1.3412142857142855,35.16840410769509,21.6137,24.146713233287745,19.080686766712258,7872987.96,541782,0.28801428571428644,0.5727271349892291
2025-08-12 00:00:00+00:00,ETCUSDT,23.678,0.024790945181180746,1,0.06691299058261602,22.403142857142857,21.670350000000003,22.098997185855456,21.41983206491914,58.400069637883,1.4182857142857141,34.296274108271,21.670350000000003,24.331575678143594,19.00912432185641,8281188.79,592575,0.7327928571428544,0.6791651209363145
2025-08-14 00:00:00+00:00,ETCUSDT,22.173,0.0017588959545393745,1,-0.08621471254893887,23.06457142857143,21.74365,22.39234709756515,21.670764116014354,56.27892625732797,1.4834285714285715,37.01904432949831,21.74365,24.602465718092155,18.884834281907843,11541573.24,729427,1.320921428571431,0.7215829815507959
2025-08-11 00:00:00+00:00,ETHUSDT,4221.31,0.08717672949866273,1,-0.006463046952412066,3991.1471428571426,3789.6710000000007,3925.0449762335356,3690.7013795434123,63.625180201826055,206.65857142857138,28.577617956808556,3789.6710000000007,4263.163049306032,3316.1789506939695,7280638.345,9226033,201.4761428571419,234.34359669012338
2025-08-12 00:00:00+00:00,ETHUSDT,4589.31,0.03465880491838624,1,0.08717672949866273,4131.021428571429,3837.762,4027.23959527453,3757.264981058715,70.72857662526633,224.52999999999997,27.975310580552854,3837.762,4418.767778236349,3256.7562217636514,8478717.163,8681417,293.259428571429,269.9746142158151
2025-08-14 00:00:00+00:00,ETHUSDT,4545.26,-0.023783017913166726,0,-0.04277467846861127,4374.452857142857,3930.9250000000006,4200.810006084131,3883.612007080517,69.67032253877605,239.21928571428566,29.925737800788813,3930.9250000000006,4681.098356991586,3180.751643008415,10442559.67,11233029,443.52785714285665,317.19799900361386
2025-08-11 00:00:00+00:00,HBARUSDT,0.24637,0.05921987254941752,1,-0.049461784791079766,0.25379,0.25511649999999997,0.25363766744520183,0.24594073978059228,39.51276489237445,0.018979999999999997,14.603118052211327,0.25511649999999997,0.2841378137366349,0.22609518626336508,778434753.0,931582,-0.0013264999999999527,0.007696927664609554
2025-08-12 00:00:00+00:00,HBARUSDT,0.26096,0.019849785407725085,1,0.05921987254941752,0.25690142857142856,0.2559065,0.25476418014594,0.24705327757462248,48.93751481159651,0.018787857142857137,12.893260962422548,0.2559065,0.28465964193266874,0.22715335806733125,625315435.0,765024,0.0009949285714285772,0.007710902571317513
2025-08-14 00:00:00+00:00,HBARUSDT,0.24845,-0.004266452002415044,0,-0.06646877583226862,0.25838285714285714,0.2567655,0.25527364377312867,0.24846584154202886,49.11472051507171,0.018487857142857136,11.575454683816096,0.2567655,0.28499338158895726,0.22853761841104273,1080540293.0,1248499,0.0016173571428571565,0.006807802231099808
2025-08-11 00:00:00+00:00,LINKUSDT,21.062,0.12012154591206903,1,-0.04519697175755921,19.492428571428572,18.204250000000002,19.188827102858895,18.074367627894265,62.962962962962976,1.362,29.2409928977284,18.204250000000002,21.80711252166194,14.601387478338065,37874606.68,1301323,1.2881785714285705,1.1144594749646295
2025-08-12 00:00:00+00:00,LINKUSDT,23.592,0.015852831468294415,1,0.12012154591206903,20.523571428571426,18.4752,19.86623831780368,18.483081136939134,71.20176405733186,1.5070714285714286,30.49290520630177,18.4752,22.775471786759113,14.174928213240888,50543582.24,1785803,2.048371428571425,1.383157180864547
2025-08-14 00:00:00+00:00,LINKUSDT,22.447,-0.03163006192364237,0,-0.0633814570641743,22.136,18.98645,20.796975363634587,19.152762291614483,68.92984379281995,1.6345714285714283,36.30288102821799,18.98645,24.140000406273025,13.83289959372698,48947276.0,1775698,3.149549999999998,1.6442130720201042
2025-08-11 00:00:00+00:00,LTCUSDT,119.99,0.08725727143928674,1,-0.029913493410946734,121.39142857142858,114.725,118.11217899768214,112.69265964603125,63.587090416358706,6.976428571428571,25.827301340149965,114.725,126.71392572334169,102.7360742766583,6035334.543,1301188,6.6664285714285825,5.419519351650891
2025-08-12 00:00:00+00:00,LTCUSDT,130.46,0.003296029434309178,1,0.08725727143928674,122.85428571428572,115.64500000000001,120.0118437672695,114.00875893151041,71.75632911392407,7.6657142857142855,27.277098862004323,115.64500000000001,129.3725758967053,101.9174241032947,5470912.418,1082740,7.209285714285713,6.003084835759083
2025-08-14 00:00:00+00:00,LTCUSDT,121.22,-0.01781884177528459,0,-0.07387882955153169,124.3,116.9505,121.61380530082609,115.70076040081483,64.0236031716762,8.213571428571429,31.459380944101408,116.9505,132.15897457833313,101.74202542166687,5551369.974,1144337,7.349499999999992,5.913044900011258
2025-08-11 00:00:00+00:00,SOLUSDT,174.75,0.09733905579399127,1,-0.04293772933895612,174.45285714285714,175.99949999999998,174.7152188499491,173.1514032199667,43.87573964497041,9.551428571428568,19.130569642821285,175.99949999999998,194.2884578434655,157.71054215653447,28729395.0,3354652,-1.5466428571428423,1.5638156299824004
2025-08-12 00:00:00+00:00,SOLUSDT,191.76,0.051209845640384,1,0.09733905579399127,178.42000000000002,176.1175,177.33749287303385,174.52981779626546,56.24924671568037,10.407142857142853,16.45504196133219,176.1175,194.77746449621645,157.45753550378356,31885550.0,3298903,2.302500000000009,2.8076750767683905
2025-08-14 00:00:00+00:00,SOLUSDT,192.39,-0.03518893913405052,0,-0.045589840261930914,185.66000000000003,177.3415,182.80909253039704,177.7080879597612,60.91222773344834,11.367857142857138,19.39666273631271,177.3415,199.55729372878798,155.125706271212,59620138.0,6712209,8.318500000000029,5.101004570635837
2025-08-11 00:00:00+00:00,TRXUSDT,0.34498,0.021450518870659296,1,0.020439553938533583,0.3378257142857143,0.32816199999999995,0.3340265798149823,0.3247564487113861,68.08135810377962,0.009457142857142867,55.79630946983065,0.32816199999999995,0.34704410962790155,0.30927989037209835,501349170.0,377688,0.009663714285714331,0.009270131103596202
2025-08-12 00:00:00+00:00,TRXUSDT,0.35238,0.027583858334752076,1,0.021450518870659296,0.3404928571428571,0.3303085,0.3368501829203696,0.32680263769572787,62.94850343930102,0.008007857142857153,55.085071203602816,0.3303085,0.3499395654575877,0.3106774345424123,512838099.0,407000,0.010184357142857092,0.01004754522464174
2025-08-14 00:00:00+00:00,TRXUSDT,0.35757,-0.014402774281958797,0,-0.012510356255178046,0.3468085714285714,0.334754,0.34332480552286815,0.33150264548673514,80.15449696523815,0.008349285714285726,57.21477108934466,0.334754,0.35856365804038537,0.3109443419596146,1128778411.0,688159,0.012054571428571415,0.011822160036133011
