date,equity,strat_ret
2023-01-01 00:00:00+00:00,0.9998,-0.0002
2023-01-02 00:00:00+00:00,1.0108564902163406,0.011058701956731865
2023-01-03 00:00:00+00:00,1.0116896846561554,0.0008242460209524349
2023-01-04 00:00:00+00:00,1.0468171622387414,0.03472159310838974
2023-01-05 00:00:00+00:00,1.0423928997633254,-0.004226394670444833
2023-01-06 00:00:00+00:00,1.0569404746824893,0.013955942066054883
2023-01-08 00:00:00+00:00,1.074529209306977,0.016641178047203997
2023-01-10 00:00:00+00:00,1.1125645354845162,0.03539720079091224
2023-01-11 00:00:00+00:00,1.1575237074569154,0.04041039466786489
2023-01-12 00:00:00+00:00,1.179670015667189,0.019132487799260023
2023-01-14 00:00:00+00:00,1.291676344211474,0.09494716917165791
2023-01-19 00:00:00+00:00,1.2923762275409183,0.0005418410986472999
2023-01-27 00:00:00+00:00,1.3306781759391981,0.029636840714069246
2023-02-01 00:00:00+00:00,1.3679386312877098,0.028001102011170342
2023-02-02 00:00:00+00:00,1.3696133521117373,0.0012242660494579116
2023-02-03 00:00:00+00:00,1.3861689256308545,0.012087771701108974
2023-02-04 00:00:00+00:00,1.388468542284743,0.001658972879399867
2023-02-06 00:00:00+00:00,1.3446925064168807,-0.03152828784714723
2023-02-08 00:00:00+00:00,1.3749874562485416,0.022529276906871454
2023-02-09 00:00:00+00:00,1.2870187872929097,-0.06397779743797938
2023-02-10 00:00:00+00:00,1.2600066235541183,-0.020988165833700223
2023-02-11 00:00:00+00:00,1.2811614303810126,0.016789440969145586
2023-02-12 00:00:00+00:00,1.261864647154905,-0.015061945176080394
2023-02-17 00:00:00+00:00,1.4115313643788123,0.11860758407120531
2023-02-24 00:00:00+00:00,1.339043448114937,-0.051354095341534234
2023-03-01 00:00:00+00:00,1.3865510086042867,0.035478729653044085
2023-03-02 00:00:00+00:00,1.3862736984025659,-0.0002
2023-03-03 00:00:00+00:00,1.3202710843117176,-0.04761153166716248
2023-03-04 00:00:00+00:00,1.3179063342722521,-0.0017911094680213013
2023-03-05 00:00:00+00:00,1.316231653639321,-0.0012707129401998696
2023-03-06 00:00:00+00:00,1.316902525651585,0.0005096914440622992
2023-03-08 00:00:00+00:00,1.3166391451464547,-0.0002
2023-03-10 00:00:00+00:00,1.2252402736113253,-0.06941831546787483
2023-03-11 00:00:00+00:00,1.2252402736113253,0.0
2023-03-12 00:00:00+00:00,1.2252402736113253,0.0
2023-03-14 00:00:00+00:00,1.224995225556603,-0.0002
2023-03-19 00:00:00+00:00,1.2826876703973091,0.04709605689646046
2023-03-27 00:00:00+00:00,1.2353864952868425,-0.036876611666357695
2023-04-01 00:00:00+00:00,1.3113897697978254,0.061521859596931794
2023-04-02 00:00:00+00:00,1.292466417293242,-0.01442999857128724
2023-04-03 00:00:00+00:00,1.3040827326920954,0.008987711590356717
2023-04-04 00:00:00+00:00,1.3466480714900881,0.03264006012112628
2023-04-05 00:00:00+00:00,1.3463787418757902,-0.0002
2023-04-06 00:00:00+00:00,1.320862567908666,-0.018951705915658423
