symbol,asset,CAGR,Sharpe,MaxDD
UNIUSDT,STRAT_UNIUSDT,0.08840340530893354,0.595693070963862,-0.6348291614005747
UNIUSDT,HODL_UNIUSDT,0.377919567651823,0.6575011054577923,-0.743620050502337
