date,ret,gross,fee_cost,turnover,equity
2024-08-14 00:00:00+00:00,-0.0002,0.0,0.0002,1.0,0.9998
2024-08-19 00:00:00+00:00,0.026995239615864388,0.02701417763833514,1.8938022470751433e-05,0.09469011235375716,1.0267898405679412
2024-08-27 00:00:00+00:00,-0.0487221598997704,-0.04864488036278684,7.727953698356253e-05,0.3863976849178126,0.9767624217723303
2024-09-01 00:00:00+00:00,0.035360106465819025,0.03543865149818221,7.854503236318754e-05,0.3927251618159377,1.0113008449980112
2024-09-02 00:00:00+00:00,-0.04017270780343662,-0.04016624308064099,6.464722795627387e-06,0.032323613978136934,0.9706741516505375
2024-09-03 00:00:00+00:00,0.014366881939159623,0.014372951508748509,6.069569588884999e-06,0.030347847944424994,0.9846197125886946
2024-09-04 00:00:00+00:00,-0.026761266098038746,-0.02675496800191392,6.298096124824498e-06,0.03149048062412249,0.9582700424547341
2024-09-05 00:00:00+00:00,-0.04035855116520167,-0.040353753075634914,4.7980895667540545e-06,0.023990447833770273,0.9195956519162447
2024-09-06 00:00:00+00:00,0.07370616442225675,0.0737189490290012,1.2784606744449167e-05,0.06392303372224584,0.9873755202383758
2024-09-10 00:00:00+00:00,0.001240020762880372,0.0012647544516374131,2.4733688757041118e-05,0.12366844378520558,0.9885998863842312
2024-09-12 00:00:00+00:00,0.02854191234560324,0.02854410953926646,2.1971936632192323e-06,0.010985968316096162,1.0168164176862833
2024-09-13 00:00:00+00:00,-0.010292648438998426,-0.010284741699281591,7.906739716834649e-06,0.039533698584173244,1.0063506837720366
2024-09-14 00:00:00+00:00,-0.00660463720680965,-0.006597312416236017,7.324790573632645e-06,0.03662395286816322,0.9997041026028974
2024-09-18 00:00:00+00:00,0.0948760560102234,0.09496176738423047,8.571137400707026e-05,0.42855687003535126,1.0945520850351
2024-09-26 00:00:00+00:00,-0.0792569614691288,-0.07924666380026657,1.0297668862230686e-05,0.05148834431115343,1.0078012126055187
2024-10-01 00:00:00+00:00,-0.022017756585038836,-0.021945200753384037,7.25558316548002e-05,0.362779158274001,0.9856116908202635
2024-10-02 00:00:00+00:00,-0.004034058329395085,-0.004030392595541189,3.6657338538961695e-06,0.018328669269480846,0.9816356757693608
2024-10-03 00:00:00+00:00,0.027608918646825357,0.027615278795549952,6.360148724594578e-06,0.03180074362297289,1.0087375752824985
2024-10-04 00:00:00+00:00,-0.0015105975881218663,-0.0014977362174703414,1.2861370651524868e-05,0.06430685325762434,1.0072137787342288
2024-10-05 00:00:00+00:00,0.012397782869785557,0.012415912224851092,1.8129355065534793e-05,0.09064677532767396,1.019700996466432
2024-10-06 00:00:00+00:00,-0.005522877729161775,-0.005514931575853468,7.946153308306608e-06,0.03973076654153304,1.0140693125426434
2024-10-08 00:00:00+00:00,-0.02350039016655571,-0.023483208722661925,1.7181443893785563e-05,0.08590721946892782,0.9902382880419603
2024-10-10 00:00:00+00:00,0.02945214979619547,0.029459147303834834,6.9975076393644755e-06,0.034987538196822376,1.0194029344353004
2024-10-11 00:00:00+00:00,0.011503453897251785,0.0115093361845847,5.882287332915027e-06,0.02941143666457513,1.0311295890943002
2024-10-12 00:00:00+00:00,0.043823837027288655,0.0438372192121259,1.3382184837240442e-05,0.0669109241862022,1.076317644160784
2024-10-14 00:00:00+00:00,0.00998534859658273,0.00999588271207345,1.0534115490719887e-05,0.05267057745359943,1.087065051038382
2024-10-19 00:00:00+00:00,0.012304843670464048,0.012379169499211572,7.432582874752303e-05,0.37162914373761513,1.1004412165510342
2024-10-27 00:00:00+00:00,-0.005446606703521541,-0.005438439339548947,8.167363972593855e-06,0.040836819862969276,1.0944475460441359
2024-11-01 00:00:00+00:00,-0.0034377728982751075,-0.003355522523423995,8.225037485111268e-05,0.4112518742555634,1.0906850839317617
2024-11-02 00:00:00+00:00,-0.013236109751665209,-0.013161136522295235,7.497322936997275e-05,0.37486614684986375,1.0762486564563367
2024-11-03 00:00:00+00:00,-0.016319973459115112,-0.016242707583997,7.726587511811507e-05,0.38632937559057534,1.058684306947561
2024-11-04 00:00:00+00:00,0.0284030615190141,0.0284685329074438,6.547138842969979e-05,0.327356942148499,1.0887541824470075
2024-11-05 00:00:00+00:00,0.09949534344530614,0.09950215573115534,6.812285849197886e-06,0.03406142924598943,1.1970801537570859
