date,equity_base,equity_vt,diff_equity
2024-08-14 00:00:00+00:00,0.9998,1.0449043821365225,0.04510438213652246
2024-08-19 00:00:00+00:00,1.0267898405679412,1.0640131976888367,0.03722335712089553
2024-08-27 00:00:00+00:00,0.9767624217723304,1.059733517777882,0.08297109600555153
2024-09-01 00:00:00+00:00,1.0113008449980112,1.0867391439538034,0.07543829895579224
2024-09-02 00:00:00+00:00,0.9706741516505376,1.074627521482958,0.10395336983242032
2024-09-03 00:00:00+00:00,0.9846197125886946,1.073143519934469,0.08852380734577436
2024-09-04 00:00:00+00:00,0.958270042454734,1.0624190254744683,0.1041489830197343
2024-09-05 00:00:00+00:00,0.9195956519162448,1.0304235154435764,0.11082786352733154
2024-09-06 00:00:00+00:00,0.9873755202383758,1.0809021392436993,0.09352661900532344
2024-09-10 00:00:00+00:00,0.9885998863842312,1.1003782511129687,0.11177836472873748
2024-09-12 00:00:00+00:00,1.0168164176862833,1.1083157237665606,0.09149930608027734
2024-09-13 00:00:00+00:00,1.0063506837720366,1.1044960545503535,0.09814537077831686
2024-09-14 00:00:00+00:00,0.9997041026028974,1.1156716204320805,0.11596751782918302
2024-09-18 00:00:00+00:00,1.0945520850351,1.142443911668417,0.047891826633317036
2024-09-26 00:00:00+00:00,1.0078012126055187,1.0745149558397529,0.06671374323423418
2024-10-01 00:00:00+00:00,0.9856116908202636,1.0552111041598244,0.06959941333956088
2024-10-02 00:00:00+00:00,0.9816356757693608,1.0726217000795149,0.09098602431015401
2024-10-03 00:00:00+00:00,1.0087375752824983,1.0864695416190118,0.07773196633651347
2024-10-04 00:00:00+00:00,1.0072137787342288,1.0874074934250355,0.08019371469080672
2024-10-05 00:00:00+00:00,1.019700996466432,1.0967022676976357,0.0770012712312036
2024-10-06 00:00:00+00:00,1.0140693125426434,1.10422900048529,0.0901596879426465
2024-10-08 00:00:00+00:00,0.9902382880419603,1.0857617877006445,0.09552349965868412
2024-10-10 00:00:00+00:00,1.0194029344353004,1.1073462077563545,0.08794327332105412
2024-10-11 00:00:00+00:00,1.0311295890943002,1.1177911035604733,0.0866615144661731
2024-10-12 00:00:00+00:00,1.076317644160784,1.1341560222453435,0.057838378084559494
2024-10-14 00:00:00+00:00,1.087065051038382,1.1693591309724043,0.08229407993402238
2024-10-19 00:00:00+00:00,1.1004412165510342,1.162929921718573,0.06248870516753868
2024-10-27 00:00:00+00:00,1.094447546044136,1.1652305577566515,0.07078301171251544
2024-11-01 00:00:00+00:00,1.0906850839317617,1.156936270064113,0.06625118613235137
2024-11-02 00:00:00+00:00,1.0762486564563367,1.1477168359321073,0.07146817947577055
2024-11-03 00:00:00+00:00,1.058684306947561,1.1416002399242453,0.0829159329766842
2024-11-04 00:00:00+00:00,1.0887541824470075,1.150930310279681,0.06217612783267357
2024-11-05 00:00:00+00:00,1.197080153757086,1.1972708878792206,0.00019073412213455043
2024-11-06 00:00:00+00:00,1.3323934705391365,1.2547475214647863,-0.07764594907435018
2024-11-10 00:00:00+00:00,1.384598870071338,1.364299475961669,-0.02029939410966919
2024-11-12 00:00:00+00:00,1.3807813322025542,1.3299273183004623,-0.05085401390209188
2024-11-13 00:00:00+00:00,1.3532001394190942,1.3274767706639885,-0.025723368755105724
2024-11-14 00:00:00+00:00,1.672866351374593,1.4111828694113429,-0.2616834819632501
2024-11-18 00:00:00+00:00,2.02491588157167,1.417267532984203,-0.6076483485874669
2024-11-26 00:00:00+00:00,2.276893260244103,1.5064476168531686,-0.7704456433909344
2024-12-01 00:00:00+00:00,2.3795992485842636,1.5295624607184954,-0.8500367878657682
2024-12-02 00:00:00+00:00,2.3319393327226567,1.8818784868661944,-0.45006084585646233
2024-12-03 00:00:00+00:00,2.329302541770374,1.822614650798289,-0.5066878909720851
2024-12-04 00:00:00+00:00,2.288282709178329,1.7863405453140848,-0.5019421638642443
2024-12-05 00:00:00+00:00,2.403773399757849,1.8377180450381625,-0.5660553547196867
2024-12-06 00:00:00+00:00,2.412066872028724,1.8857804795933883,-0.5262863924353358
2024-12-08 00:00:00+00:00,2.1518413179468565,1.7014121484081155,-0.450429169538741
2024-12-10 00:00:00+00:00,2.262942055582939,1.7941583748106718,-0.4687836807722672
2024-12-11 00:00:00+00:00,2.367805398292936,1.7881117170113472,-0.5796936812815889
2024-12-12 00:00:00+00:00,2.3547887944554464,1.7846917652225076,-0.5700970292329388
2024-12-14 00:00:00+00:00,2.039076678930567,1.6021625634775762,-0.43691411545299075
2024-12-19 00:00:00+00:00,1.9488127097427657,1.5777466295165894,-0.37106608022617626
2024-12-27 00:00:00+00:00,2.0640844242898697,1.608952734590765,-0.45513168969910467
2025-01-01 00:00:00+00:00,2.1260080896058877,1.6436544349460962,-0.4823536546597915
2025-01-02 00:00:00+00:00,2.211332615802115,1.678955328955705,-0.5323772868464101
2025-01-03 00:00:00+00:00,2.2200781647401477,1.6840504262172045,-0.5360277385229433
2025-01-04 00:00:00+00:00,2.2001695270199555,1.673985160835476,-0.5261843661844794
2025-01-05 00:00:00+00:00,2.243131811156228,1.717966204412057,-0.525165606744171
2025-01-06 00:00:00+00:00,2.0462219817044183,1.612858886554794,-0.43336309514962434
2025-01-08 00:00:00+00:00,2.0023099533419684,1.605032012871319,-0.39727794047064946
2025-01-10 00:00:00+00:00,2.0369286090420333,1.60092133216316,-0.4360072768788734
2025-01-11 00:00:00+00:00,2.011274643800847,1.591179737256997,-0.4200949065438502
2025-01-12 00:00:00+00:00,2.0220429199928738,1.5881515248320115,-0.4338913951608623
2025-01-14 00:00:00+00:00,2.160880339724894,1.601846760029733,-0.5590335796951611
2025-01-19 00:00:00+00:00,2.096599514986191,1.636079135647244,-0.46052037933894696
2025-01-27 00:00:00+00:00,2.000644747070232,1.6294476178036392,-0.371197129266593
2025-02-01 00:00:00+00:00,1.8498226139849292,1.537764526211993,-0.3120580877729362
2025-02-02 00:00:00+00:00,1.9222428694303175,1.5586801274219817,-0.3635627420083358
2025-02-03 00:00:00+00:00,1.8082783760896597,1.493390292963798,-0.3148880831258616
2025-02-04 00:00:00+00:00,1.7078771456198465,1.4969828053348833,-0.21089434028496323
2025-02-06 00:00:00+00:00,1.732024993612313,1.503820378735754,-0.22820461487655908
2025-02-08 00:00:00+00:00,1.7071596545458425,1.5140768619021856,-0.1930827926436569
2025-02-09 00:00:00+00:00,1.739310217092601,1.5461464808727383,-0.1931637362198626
2025-02-10 00:00:00+00:00,1.7280393453740943,1.5395474971154723,-0.18849184825862197
2025-02-11 00:00:00+00:00,1.7834494677367925,1.5937836825840814,-0.18966578515271104
2025-02-12 00:00:00+00:00,1.7512164929828684,1.5645537576008512,-0.18666273538201716
2025-02-17 00:00:00+00:00,1.5398239729251415,1.4894069581100218,-0.05041701481511973
2025-02-24 00:00:00+00:00,1.5067244567353173,1.4678878862744358,-0.038836570460881514
2025-03-01 00:00:00+00:00,1.638174740284777,1.5487081557189548,-0.08946658456582224
2025-03-02 00:00:00+00:00,1.437927499972586,1.4522616061645008,0.014334106191914886
2025-03-03 00:00:00+00:00,1.4610158065964636,1.4843410649148634,0.023325258318399822
2025-03-04 00:00:00+00:00,1.5223513496737375,1.5599958792318085,0.03764452955807096
2025-03-05 00:00:00+00:00,1.5201659905824647,1.5550020501772532,0.03483605959478853
2025-03-06 00:00:00+00:00,1.4459907522694193,1.5292281752616517,0.08323742299223236
2025-03-08 00:00:00+00:00,1.2506365497645682,1.388468052457325,0.1378315026927568
2025-03-10 00:00:00+00:00,1.2942779587566873,1.4345045184134464,0.14022655965675912
2025-03-11 00:00:00+00:00,1.3067242728234278,1.4463529461684246,0.13962867334499673
2025-03-12 00:00:00+00:00,1.3434542781007055,1.4596977873585937,0.11624350925788818
2025-03-14 00:00:00+00:00,1.4243488518453218,1.49972697933136,0.07537812748603812
2025-03-19 00:00:00+00:00,1.4236092013442458,1.5384118586047468,0.11480265726050098
