symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
XMRUSDT.P,2020-02-29 18:00:00-06:00,2022-10-13 18:00:00-06:00,2022-10-18 18:00:00-06:00,2023-01-11 18:00:00-06:00,401,37,2.0,0.5945945945945946,0.6,0.9545454545454546,0.35454545454545455,-0.0405944821314298,3.9750166143895442
XMRUSDT.P,2020-02-29 18:00:00-06:00,2024-02-16 18:00:00-06:00,2024-02-24 18:00:00-06:00,2024-05-13 18:00:00-06:00,602,37,2.0,0.5405405405405406,0.75,0.15789473684210525,0.5847953216374269,-0.0036875862591948527,4.024147530663348
XMRUSDT.P,2020-02-29 18:00:00-06:00,2025-06-17 18:00:00-06:00,2025-06-25 18:00:00-06:00,2025-08-13 18:00:00-06:00,803,25,2.0,0.4,0.4,1.0,0.2866666666666666,-0.22520208275559261,-4.647868439982167
