symbol,train_start,train_end,test_start,test_end,n_train,n_test,fee_bps,acc,precision,recall,auc,maxdd,sharpe
DOTUSDT,2020-09-17 18:00:00-06:00,2023-05-09 18:00:00-06:00,2023-05-10 18:00:00-06:00,2023-08-07 18:00:00-06:00,400,37,2.0,0.5135135135135135,0.0,0.0,0.45614035087719296,0.0,0.0
DOTUSDT,2020-09-17 18:00:00-06:00,2024-09-11 18:00:00-06:00,2024-09-12 18:00:00-06:00,2024-12-10 18:00:00-06:00,601,38,2.0,0.5789473684210527,0.5789473684210527,1.0,0.5255681818181819,-0.19196558955346144,2.146662523784704
