date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-02-01 23:59:59.999000+00:00,102429.56,102783.71,100279.51,100635.65,12290.95747,2025-02-01 00:00:00+00:00,1250354228.2372296,2588786,5625.89331,572540016.1490111
2025-02-02 23:59:59.999000+00:00,100635.66,101456.6,96150.0,97700.59,34619.49939,2025-02-02 00:00:00+00:00,3412084312.5836277,7202339,15587.16669,1536076091.3030133
2025-02-03 23:59:59.999000+00:00,97700.59,102500.01,91231.0,101328.52,75164.7385,2025-02-03 00:00:00+00:00,7228589180.711621,10625262,36736.56946,3537845694.481266
2025-02-04 23:59:59.999000+00:00,101328.51,101732.31,96150.0,97763.13,40267.98697,2025-02-04 00:00:00+00:00,3989698644.2649307,6618911,19091.58154,1891457194.359833
2025-02-05 23:59:59.999000+00:00,97763.14,99149.0,96155.0,96612.43,26233.30444,2025-02-05 00:00:00+00:00,2562342153.829685,4471763,11032.55174,1078316288.1425588
2025-02-06 23:59:59.999000+00:00,96612.44,99120.0,95676.64,96554.35,23515.20405,2025-02-06 00:00:00+00:00,2289071921.2175603,4242807,11261.53049,1096611639.376009
2025-02-07 23:59:59.999000+00:00,96554.35,100137.99,95620.34,96506.8,31794.22065,2025-02-07 00:00:00+00:00,3107592434.6738343,5012456,15249.3537,1491114588.559852
2025-02-08 23:59:59.999000+00:00,96506.8,96880.0,95688.0,96444.74,10147.24294,2025-02-08 00:00:00+00:00,977040267.5158631,1757892,4450.52682,428452764.9047411
2025-02-09 23:59:59.999000+00:00,96444.75,97323.09,94713.0,96462.75,14120.91613,2025-02-09 00:00:00+00:00,1359495152.3107975,2293192,6663.72875,641795598.1752762
2025-02-10 23:59:59.999000+00:00,96462.75,98345.0,95256.0,97430.82,20572.87537,2025-02-10 00:00:00+00:00,1999112052.6687863,3475919,9607.62329,933665618.5050191
2025-02-11 23:59:59.999000+00:00,97430.82,98478.42,94876.88,95778.2,18647.76379,2025-02-11 00:00:00+00:00,1806534846.3863194,3716586,8594.50066,832320054.8763716
2025-02-12 23:59:59.999000+00:00,95778.21,98119.99,94088.23,97869.99,29151.16625,2025-02-12 00:00:00+00:00,2800142168.3943653,4992737,13820.70553,1328044257.0401335
2025-02-13 23:59:59.999000+00:00,97870.0,98083.91,95217.36,96608.14,19921.77616,2025-02-13 00:00:00+00:00,1916988246.3921187,3909456,8852.16215,851823567.0939347
2025-02-14 23:59:59.999000+00:00,96608.13,98826.0,96252.82,97500.48,18173.02646,2025-02-14 00:00:00+00:00,1768073218.8690155,3499564,9061.31682,881925349.6444213
2025-02-15 23:59:59.999000+00:00,97500.47,97972.26,97223.58,97569.66,7349.37683,2025-02-15 00:00:00+00:00,717245393.778092,1694327,3579.14202,349322778.2339769
2025-02-16 23:59:59.999000+00:00,97569.67,97704.47,96046.18,96118.12,8191.4249,2025-02-16 00:00:00+00:00,794694242.2949733,1596701,3719.73063,360842416.6644167
2025-02-17 23:59:59.999000+00:00,96118.12,97046.59,95205.0,95780.0,16492.0451,2025-02-17 00:00:00+00:00,1584593526.1754677,2831237,8010.41565,769979077.1361973
2025-02-18 23:59:59.999000+00:00,95780.01,96753.91,93388.09,95671.74,23368.19471,2025-02-18 00:00:00+00:00,2223994802.892005,4234248,11432.47367,1088319233.5219896
2025-02-19 23:59:59.999000+00:00,95671.74,96899.99,95029.99,96644.37,16438.50954,2025-02-19 00:00:00+00:00,1576817572.1032505,2784225,7173.61807,688586919.9759259
2025-02-20 23:59:59.999000+00:00,96644.37,98711.36,96415.09,98305.0,17057.39177,2025-02-20 00:00:00+00:00,1663386824.7315507,2386973,8356.42859,815056614.173827
2025-02-21 23:59:59.999000+00:00,98305.01,99475.0,94871.95,96181.98,32249.2814,2025-02-21 00:00:00+00:00,3143975917.5734644,4528525,15313.58184,1493403646.8483026
2025-02-22 23:59:59.999000+00:00,96181.99,96980.0,95770.49,96551.01,11268.17708,2025-02-22 00:00:00+00:00,1087077133.8226364,1506418,5293.28051,510722895.1675426
2025-02-23 23:59:59.999000+00:00,96551.01,96650.0,95227.94,96258.0,10884.84913,2025-02-23 00:00:00+00:00,1044392011.7910241,1457368,4619.93267,443381984.4110255
2025-02-24 23:59:59.999000+00:00,96258.0,96500.0,91349.26,91552.88,31550.10299,2025-02-24 00:00:00+00:00,2981809595.445377,4972684,14438.63366,1366473567.874773
2025-02-25 23:59:59.999000+00:00,91552.88,92540.69,86050.99,88680.4,78333.11111,2025-02-25 00:00:00+00:00,6962982500.904474,10289145,35822.15275,3183981371.47505
2025-02-26 23:59:59.999000+00:00,88680.39,89414.15,82256.01,84250.09,56893.54409,2025-02-26 00:00:00+00:00,4898429925.6364765,8490006,28077.1845,2417690848.8189874
2025-02-27 23:59:59.999000+00:00,84250.09,87078.46,82716.49,84708.58,42505.45439,2025-02-27 00:00:00+00:00,3618738891.2221622,6357581,20355.71969,1732725913.2817628
2025-02-28 23:59:59.999000+00:00,84708.57,85120.0,78258.52,84349.94,83648.03969,2025-02-28 00:00:00+00:00,6806705236.690679,11344216,40224.85287,3274291175.8103995
