date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-05-16 23:59:59.999000+00:00,103763.71,104550.33,103100.49,103463.9,15683.88024,2025-05-16 00:00:00+00:00,1628832372.3241482,3237442,7555.15801,784850382.1942747
2025-05-17 23:59:59.999000+00:00,103463.9,103709.86,102612.5,103126.65,11250.89622,2025-05-17 00:00:00+00:00,1160418362.950618,2568597,5335.11525,550379728.7338501
2025-05-18 23:59:59.999000+00:00,103126.65,106660.0,103105.09,106454.26,21599.98726,2025-05-18 00:00:00+00:00,2262214972.0749383,3193300,11664.89904,1221914552.0552013
2025-05-19 23:59:59.999000+00:00,106454.27,107108.62,102000.0,105573.74,30260.03524,2025-05-19 00:00:00+00:00,3150324504.5954514,4881371,14208.309,1480452895.0841563
2025-05-20 23:59:59.999000+00:00,105573.73,107320.0,104184.72,106849.99,23705.48275,2025-05-20 00:00:00+00:00,2509102444.669598,3878351,12350.46275,1307273652.3895233
2025-05-21 23:59:59.999000+00:00,106850.0,110797.38,106100.01,109643.99,45531.040345,2025-05-21 00:00:00+00:00,4914709514.320026,6835279,23661.649395,2555528481.098726
2025-05-22 23:59:59.999000+00:00,109643.99,111980.0,109177.37,111696.21,31630.77313,2025-05-22 00:00:00+00:00,3509432834.573417,5794216,16584.56293,1840083098.5827858
2025-05-23 23:59:59.999000+00:00,111696.22,111800.0,106800.0,107318.3,31737.72309,2025-05-23 00:00:00+00:00,3469704446.3904047,5251192,14309.31652,1565622441.187517
2025-05-24 23:59:59.999000+00:00,107318.3,109506.03,106875.41,107761.91,16782.53129,2025-05-24 00:00:00+00:00,1819958819.7748587,2805418,8786.90747,953683093.321657
2025-05-25 23:59:59.999000+00:00,107761.9,109299.99,106600.64,109004.19,17710.04695,2025-05-25 00:00:00+00:00,1904366455.425858,3151168,7867.16712,846688135.0097136
2025-05-26 23:59:59.999000+00:00,109004.2,110422.22,108670.58,109434.79,14649.11593,2025-05-26 00:00:00+00:00,1605578282.107903,2887863,7301.11288,800269021.1922797
2025-05-27 23:59:59.999000+00:00,109434.78,110718.0,107516.57,108938.17,21276.65635,2025-05-27 00:00:00+00:00,2327603851.119265,3735509,9969.89271,1090553624.461599
2025-05-28 23:59:59.999000+00:00,108938.17,109284.7,106769.43,107781.78,15633.78829,2025-05-28 00:00:00+00:00,1689136748.5130312,2933262,6877.27341,743282966.7207196
2025-05-29 23:59:59.999000+00:00,107781.78,108891.91,105322.86,105589.75,19834.70116,2025-05-29 00:00:00+00:00,2128639017.5081618,3774926,9457.49356,1015173771.5489898
2025-05-30 23:59:59.999000+00:00,105589.75,106313.12,103621.0,103985.48,23706.49799,2025-05-30 00:00:00+00:00,2493078549.591861,4307572,11070.98746,1164158558.6435854
2025-05-31 23:59:59.999000+00:00,103985.47,104900.0,103068.55,104591.88,11289.35922,2025-05-31 00:00:00+00:00,1174000801.5070379,2343787,5278.95175,548980630.8493578
