date,open,high,low,close,volume,open_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-01-01 23:59:59.999000+00:00,93576.0,95151.15,92888.0,94591.79,10373.32613,2025-01-01 00:00:00+00:00,975444194.1379983,1516556,5347.73648,502914035.6405907
2025-01-02 23:59:59.999000+00:00,94591.78,97839.5,94392.0,96984.79,21970.48948,2025-01-02 00:00:00+00:00,2118411852.6812794,3569079,10915.96986,1052226710.3336717
2025-01-03 23:59:59.999000+00:00,96984.79,98976.91,96100.01,98174.18,15253.82936,2025-01-03 00:00:00+00:00,1486610768.5907917,2851164,7468.60797,727787246.8965588
2025-01-04 23:59:59.999000+00:00,98174.17,98778.43,97514.79,98220.5,8990.05651,2025-01-04 00:00:00+00:00,881223751.6353602,1559982,4350.80221,426524714.1305539
2025-01-05 23:59:59.999000+00:00,98220.51,98836.85,97276.79,98363.61,8095.63723,2025-01-05 00:00:00+00:00,793931715.9546324,1685799,3877.90985,380355340.4686036
2025-01-06 23:59:59.999000+00:00,98363.61,102480.0,97920.0,102235.6,25263.43375,2025-01-06 00:00:00+00:00,2540561688.7771435,3853702,12539.59534,1260943259.4662561
2025-01-07 23:59:59.999000+00:00,102235.6,102724.38,96181.81,96954.61,32059.87537,2025-01-07 00:00:00+00:00,3170421659.717236,4480562,14815.11453,1464336049.7055345
2025-01-08 23:59:59.999000+00:00,96954.6,97268.65,92500.9,95060.61,33704.67894,2025-01-08 00:00:00+00:00,3205849081.112962,5171208,15803.85091,1503791328.6993084
2025-01-09 23:59:59.999000+00:00,95060.61,95382.32,91203.67,92552.49,34544.83685,2025-01-09 00:00:00+00:00,3217669887.245398,6027161,15323.62663,1427812152.272761
2025-01-10 23:59:59.999000+00:00,92552.49,95836.0,92206.02,94726.11,31482.86424,2025-01-10 00:00:00+00:00,2962085343.283704,5531444,15617.43823,1469711545.6571271
2025-01-11 23:59:59.999000+00:00,94726.1,95050.94,93831.73,94599.99,7047.9043,2025-01-11 00:00:00+00:00,665685994.93301,1496191,3412.37671,322346977.4354553
2025-01-12 23:59:59.999000+00:00,94599.99,95450.1,93711.19,94545.06,8606.86622,2025-01-12 00:00:00+00:00,813278829.6583949,1658863,4028.33031,380691769.9184427
2025-01-13 23:59:59.999000+00:00,94545.07,95940.0,89256.69,94536.1,42619.56423,2025-01-13 00:00:00+00:00,3930666134.3474574,5740963,19473.88042,1797888178.849608
2025-01-14 23:59:59.999000+00:00,94536.11,97371.0,94346.22,96560.86,27846.61753,2025-01-14 00:00:00+00:00,2676048470.3569503,4532923,14248.69616,1369464111.693496
2025-01-15 23:59:59.999000+00:00,96560.85,100681.94,96500.0,100497.35,30509.99179,2025-01-15 00:00:00+00:00,3006242382.8867946,3487945,15494.17873,1527728226.3083327
2025-01-16 23:59:59.999000+00:00,100497.35,100866.66,97335.13,99987.3,27832.85317,2025-01-16 00:00:00+00:00,2765162040.639799,3762755,13513.53707,1342462621.6273284
2025-01-17 23:59:59.999000+00:00,99987.3,105865.22,99950.77,104077.48,39171.85292,2025-01-17 00:00:00+00:00,4040993985.4750466,3886907,20673.213,2131223293.2048461
2025-01-18 23:59:59.999000+00:00,104077.47,104988.88,102277.55,104556.23,24307.82998,2025-01-18 00:00:00+00:00,2521522119.379525,3403162,11607.51274,1204170928.374812
2025-01-19 23:59:59.999000+00:00,104556.23,106422.43,99651.6,101331.57,43397.28298,2025-01-19 00:00:00+00:00,4513423971.410253,5271920,21079.51082,2193270771.0019445
2025-01-20 23:59:59.999000+00:00,101331.57,109588.0,99550.0,102260.01,89529.231732,2025-01-20 00:00:00+00:00,9398787064.320715,11597937,44770.529492,4704453254.515383
2025-01-21 23:59:59.999000+00:00,102260.0,107240.81,100119.04,106143.82,45941.02002,2025-01-21 00:00:00+00:00,4768512258.156502,6842980,23227.02741,2411854258.5127187
2025-01-22 23:59:59.999000+00:00,106143.82,106394.46,103339.12,103706.66,22248.69254,2025-01-22 00:00:00+00:00,2331144640.658579,4364035,10501.59306,1100173331.9876585
2025-01-23 23:59:59.999000+00:00,103706.66,106850.0,101262.28,103910.34,53953.12031,2025-01-23 00:00:00+00:00,5610760848.131639,6961383,27045.92646,2813824950.5718837
2025-01-24 23:59:59.999000+00:00,103910.35,107120.0,102750.0,104870.5,23609.24017,2025-01-24 00:00:00+00:00,2483818574.373748,4798886,11893.4605,1251601023.3484685
